day,n_questions
"2012-10-08 00:00:00","5062"
"2012-10-09 00:00:00","5592"
"2012-10-10 00:00:00","5947"
"2012-10-11 00:00:00","5953"
"2012-10-12 00:00:00","5386"
"2012-10-13 00:00:00","2803"
"2012-10-14 00:00:00","2822"
"2012-10-15 00:00:00","5487"
"2012-10-16 00:00:00","5903"
"2012-10-17 00:00:00","6018"
"2012-10-18 00:00:00","6091"
"2012-10-19 00:00:00","5459"
"2012-10-20 00:00:00","2969"
"2012-10-21 00:00:00","2978"
"2012-10-22 00:00:00","5553"
"2012-10-23 00:00:00","5780"
"2012-10-24 00:00:00","5598"
"2012-10-25 00:00:00","5851"
"2012-10-26 00:00:00","5036"
"2012-10-27 00:00:00","2820"
"2012-10-28 00:00:00","2762"
"2012-10-29 00:00:00","5276"
"2012-10-30 00:00:00","5362"
"2012-10-31 00:00:00","5697"
"2012-11-01 00:00:00","5497"
"2012-11-02 00:00:00","5271"
"2012-11-03 00:00:00","2985"
"2012-11-04 00:00:00","2959"
"2012-11-05 00:00:00","5560"
"2012-11-06 00:00:00","5736"
"2012-11-07 00:00:00","5782"
"2012-11-08 00:00:00","6069"
"2012-11-09 00:00:00","5288"
"2012-11-10 00:00:00","2907"
"2012-11-11 00:00:00","2915"
"2012-11-12 00:00:00","5152"
"2012-11-13 00:00:00","5372"
"2012-11-14 00:00:00","5702"
"2012-11-15 00:00:00","5825"
"2012-11-16 00:00:00","5390"
"2012-11-17 00:00:00","3071"
"2012-11-18 00:00:00","3074"
"2012-11-19 00:00:00","5777"
"2012-11-20 00:00:00","6041"
"2012-11-21 00:00:00","5959"
"2012-11-22 00:00:00","5338"
"2012-11-23 00:00:00","4653"
"2012-11-24 00:00:00","3035"
"2012-11-25 00:00:00","3133"
"2012-11-26 00:00:00","5641"
"2012-11-27 00:00:00","6112"
"2012-11-28 00:00:00","6480"
"2012-11-29 00:00:00","6244"
"2012-11-30 00:00:00","5500"
"2012-12-01 00:00:00","3085"
"2012-12-02 00:00:00","3230"
"2012-12-03 00:00:00","5767"
"2012-12-04 00:00:00","6165"
"2012-12-05 00:00:00","6209"
"2012-12-06 00:00:00","6030"
"2012-12-07 00:00:00","5488"
"2012-12-08 00:00:00","3165"
"2012-12-09 00:00:00","3092"
"2012-12-10 00:00:00","5578"
"2012-12-11 00:00:00","5910"
"2012-12-12 00:00:00","6126"
"2012-12-13 00:00:00","5995"
"2012-12-14 00:00:00","5205"
"2012-12-15 00:00:00","2841"
"2012-12-16 00:00:00","2866"
"2012-12-17 00:00:00","5293"
"2012-12-18 00:00:00","5723"
"2012-12-19 00:00:00","5917"
"2012-12-20 00:00:00","5558"
"2012-12-21 00:00:00","4728"
"2012-12-22 00:00:00","2617"
"2012-12-23 00:00:00","2464"
"2012-12-24 00:00:00","3188"
"2012-12-25 00:00:00","2404"
"2012-12-26 00:00:00","3757"
"2012-12-27 00:00:00","4430"
"2012-12-28 00:00:00","4237"
"2012-12-29 00:00:00","2801"
"2012-12-30 00:00:00","2607"
"2012-12-31 00:00:00","3168"
"2013-01-01 00:00:00","2530"
"2013-01-02 00:00:00","4688"
"2013-01-03 00:00:00","5296"
"2013-01-04 00:00:00","5292"
"2013-01-05 00:00:00","3217"
"2013-01-06 00:00:00","3071"
"2013-01-07 00:00:00","5439"
"2013-01-08 00:00:00","5951"
"2013-01-09 00:00:00","6177"
"2013-01-10 00:00:00","6182"
"2013-01-11 00:00:00","5772"
"2013-01-12 00:00:00","3202"
"2013-01-13 00:00:00","3142"
"2013-01-14 00:00:00","5354"
"2013-01-15 00:00:00","6139"
"2013-01-16 00:00:00","6272"
"2013-01-17 00:00:00","6161"
"2013-01-18 00:00:00","5702"
"2013-01-19 00:00:00","3157"
"2013-01-20 00:00:00","3135"
"2013-01-21 00:00:00","5686"
"2013-01-22 00:00:00","6347"
"2013-01-23 00:00:00","6443"
"2013-01-24 00:00:00","6413"
"2013-01-25 00:00:00","5637"
"2013-01-26 00:00:00","3193"
"2013-01-27 00:00:00","3298"
"2013-01-28 00:00:00","5910"
"2013-01-29 00:00:00","6369"
"2013-01-30 00:00:00","6539"
"2013-01-31 00:00:00","6305"
"2013-02-01 00:00:00","5899"
"2013-02-02 00:00:00","3247"
"2013-02-03 00:00:00","3292"
"2013-02-04 00:00:00","5888"
"2013-02-05 00:00:00","6337"
"2013-02-06 00:00:00","6592"
"2013-02-07 00:00:00","6650"
"2013-02-08 00:00:00","5877"
"2013-02-09 00:00:00","2966"
"2013-02-10 00:00:00","3383"
"2013-02-11 00:00:00","5827"
"2013-02-12 00:00:00","6303"
"2013-02-13 00:00:00","6435"
"2013-02-14 00:00:00","6259"
"2013-02-15 00:00:00","5737"
"2013-02-16 00:00:00","3389"
"2013-02-17 00:00:00","3346"
"2013-02-18 00:00:00","5938"
"2013-02-19 00:00:00","6824"
"2013-02-20 00:00:00","6670"
"2013-02-21 00:00:00","6745"
"2013-02-22 00:00:00","6209"
"2013-02-23 00:00:00","3584"
"2013-02-24 00:00:00","3348"
"2013-02-25 00:00:00","6260"
"2013-02-26 00:00:00","6778"
"2013-02-27 00:00:00","6841"
"2013-02-28 00:00:00","6916"
"2013-03-01 00:00:00","6043"
"2013-03-02 00:00:00","3558"
"2013-03-03 00:00:00","3523"
"2013-03-04 00:00:00","6354"
"2013-03-05 00:00:00","6828"
"2013-03-06 00:00:00","7181"
"2013-03-07 00:00:00","7034"
"2013-03-08 00:00:00","6292"
"2013-03-09 00:00:00","3493"
"2013-03-10 00:00:00","3578"
"2013-03-11 00:00:00","6500"
"2013-03-12 00:00:00","6951"
"2013-03-13 00:00:00","7072"
"2013-03-14 00:00:00","7104"
"2013-03-15 00:00:00","6230"
"2013-03-16 00:00:00","3558"
"2013-03-17 00:00:00","3487"
"2013-03-18 00:00:00","6433"
"2013-03-19 00:00:00","7081"
"2013-03-20 00:00:00","7052"
"2013-03-21 00:00:00","6881"
"2013-03-22 00:00:00","6146"
"2013-03-23 00:00:00","3545"
"2013-03-24 00:00:00","3568"
"2013-03-25 00:00:00","6460"
"2013-03-26 00:00:00","6696"
"2013-03-27 00:00:00","6666"
"2013-03-28 00:00:00","6665"
"2013-03-29 00:00:00","5288"
"2013-03-30 00:00:00","3408"
"2013-03-31 00:00:00","3318"
"2013-04-01 00:00:00","5357"
"2013-04-02 00:00:00","6900"
"2013-04-03 00:00:00","7035"
"2013-04-04 00:00:00","6967"
"2013-04-05 00:00:00","6351"
"2013-04-06 00:00:00","3520"
"2013-04-07 00:00:00","3687"
"2013-04-08 00:00:00","6521"
"2013-04-09 00:00:00","7004"
"2013-04-10 00:00:00","7127"
"2013-04-11 00:00:00","6578"
"2013-04-12 00:00:00","6437"
"2013-04-13 00:00:00","3446"
"2013-04-14 00:00:00","3601"
"2013-04-15 00:00:00","6240"
"2013-04-16 00:00:00","6639"
"2013-04-17 00:00:00","6856"
"2013-04-18 00:00:00","6775"
"2013-04-19 00:00:00","5995"
"2013-04-20 00:00:00","3529"
"2013-04-21 00:00:00","3310"
"2013-04-22 00:00:00","6341"
"2013-04-23 00:00:00","6715"
"2013-04-24 00:00:00","6930"
"2013-04-25 00:00:00","6723"
"2013-04-26 00:00:00","6011"
"2013-04-27 00:00:00","3322"
"2013-04-28 00:00:00","3478"
"2013-04-29 00:00:00","6128"
"2013-04-30 00:00:00","6213"
"2013-05-01 00:00:00","5262"
"2013-05-02 00:00:00","6370"
"2013-05-03 00:00:00","5746"
"2013-05-04 00:00:00","3275"
"2013-05-05 00:00:00","3146"
"2013-05-06 00:00:00","5657"
"2013-05-07 00:00:00","6440"
"2013-05-08 00:00:00","6416"
"2013-05-09 00:00:00","6249"
"2013-05-10 00:00:00","5641"
"2013-05-11 00:00:00","3166"
"2013-05-12 00:00:00","3131"
"2013-05-13 00:00:00","5985"
"2013-05-14 00:00:00","6481"
"2013-05-15 00:00:00","6606"
"2013-05-16 00:00:00","6722"
"2013-05-17 00:00:00","5950"
"2013-05-18 00:00:00","3219"
"2013-05-19 00:00:00","3173"
"2013-05-20 00:00:00","5777"
"2013-05-21 00:00:00","6481"
"2013-05-22 00:00:00","6678"
"2013-05-23 00:00:00","6676"
"2013-05-24 00:00:00","5757"
"2013-05-25 00:00:00","2959"
"2013-05-26 00:00:00","2931"
"2013-05-27 00:00:00","5264"
"2013-05-28 00:00:00","6364"
"2013-05-29 00:00:00","6652"
"2013-05-30 00:00:00","6604"
"2013-05-31 00:00:00","5917"
"2013-06-01 00:00:00","3222"
"2013-06-02 00:00:00","3017"
"2013-06-03 00:00:00","5900"
"2013-06-04 00:00:00","6437"
"2013-06-05 00:00:00","6713"
"2013-06-06 00:00:00","6642"
"2013-06-07 00:00:00","6102"
"2013-06-08 00:00:00","3186"
"2013-06-09 00:00:00","3087"
"2013-06-10 00:00:00","5850"
"2013-06-11 00:00:00","6425"
"2013-06-12 00:00:00","6412"
"2013-06-13 00:00:00","6494"
"2013-06-14 00:00:00","5924"
"2013-06-15 00:00:00","3014"
"2013-06-16 00:00:00","2946"
"2013-06-17 00:00:00","6099"
"2013-06-18 00:00:00","6708"
"2013-06-19 00:00:00","6774"
"2013-06-20 00:00:00","6799"
"2013-06-21 00:00:00","5962"
"2013-06-22 00:00:00","3120"
"2013-06-23 00:00:00","2996"
"2013-06-24 00:00:00","6174"
"2013-06-25 00:00:00","6673"
"2013-06-26 00:00:00","6845"
"2013-06-27 00:00:00","6864"
"2013-06-28 00:00:00","6014"
"2013-06-29 00:00:00","3099"
"2013-06-30 00:00:00","3055"
"2013-07-01 00:00:00","5865"
"2013-07-02 00:00:00","6726"
"2013-07-03 00:00:00","6711"
"2013-07-04 00:00:00","5907"
"2013-07-05 00:00:00","5594"
"2013-07-06 00:00:00","2876"
"2013-07-07 00:00:00","2844"
"2013-07-08 00:00:00","6124"
"2013-07-09 00:00:00","6751"
"2013-07-10 00:00:00","6762"
"2013-07-11 00:00:00","6834"
"2013-07-12 00:00:00","6017"
"2013-07-13 00:00:00","2909"
"2013-07-14 00:00:00","2935"
"2013-07-15 00:00:00","6401"
"2013-07-16 00:00:00","7006"
"2013-07-17 00:00:00","7181"
"2013-07-18 00:00:00","7120"
"2013-07-19 00:00:00","6334"
"2013-07-20 00:00:00","3167"
"2013-07-21 00:00:00","3158"
"2013-07-22 00:00:00","6447"
"2013-07-23 00:00:00","7147"
"2013-07-24 00:00:00","7271"
"2013-07-25 00:00:00","7111"
"2013-07-26 00:00:00","6461"
"2013-07-27 00:00:00","3254"
"2013-07-28 00:00:00","3294"
"2013-07-29 00:00:00","6593"
"2013-07-30 00:00:00","6981"
"2013-07-31 00:00:00","7121"
"2013-08-01 00:00:00","7049"
"2013-08-02 00:00:00","6278"
"2013-08-03 00:00:00","3120"
"2013-08-04 00:00:00","3133"
"2013-08-05 00:00:00","6263"
"2013-08-06 00:00:00","6730"
"2013-08-07 00:00:00","7030"
"2013-08-08 00:00:00","6725"
"2013-08-09 00:00:00","5682"
"2013-08-10 00:00:00","3004"
"2013-08-11 00:00:00","3128"
"2013-08-12 00:00:00","6289"
"2013-08-13 00:00:00","6816"
"2013-08-14 00:00:00","6872"
"2013-08-15 00:00:00","5881"
"2013-08-16 00:00:00","5947"
"2013-08-17 00:00:00","3156"
"2013-08-18 00:00:00","3175"
"2013-08-19 00:00:00","6029"
"2013-08-20 00:00:00","6580"
"2013-08-21 00:00:00","6740"
"2013-08-22 00:00:00","6868"
"2013-08-23 00:00:00","6228"
"2013-08-24 00:00:00","3239"
"2013-08-25 00:00:00","3159"
"2013-08-26 00:00:00","6072"
"2013-08-27 00:00:00","6584"
"2013-08-28 00:00:00","6890"
"2013-08-29 00:00:00","6764"
"2013-08-30 00:00:00","5856"
"2013-08-31 00:00:00","3195"
"2013-09-01 00:00:00","3054"
"2013-09-02 00:00:00","5476"
"2013-09-03 00:00:00","6272"
"2013-09-04 00:00:00","6667"
"2013-09-05 00:00:00","6608"
"2013-09-06 00:00:00","6031"
"2013-09-07 00:00:00","3215"
"2013-09-08 00:00:00","3284"
"2013-09-09 00:00:00","5795"
"2013-09-10 00:00:00","6577"
"2013-09-11 00:00:00","6767"
"2013-09-12 00:00:00","6851"
"2013-09-13 00:00:00","6153"
"2013-09-14 00:00:00","3226"
"2013-09-15 00:00:00","3363"
"2013-09-16 00:00:00","6359"
"2013-09-17 00:00:00","6790"
"2013-09-18 00:00:00","6735"
"2013-09-19 00:00:00","6874"
"2013-09-20 00:00:00","6196"
"2013-09-21 00:00:00","3400"
"2013-09-22 00:00:00","3368"
"2013-09-23 00:00:00","6240"
"2013-09-24 00:00:00","7029"
"2013-09-25 00:00:00","6994"
"2013-09-26 00:00:00","7028"
"2013-09-27 00:00:00","6189"
"2013-09-28 00:00:00","3304"
"2013-09-29 00:00:00","3441"
"2013-09-30 00:00:00","6415"
"2013-10-01 00:00:00","6669"
"2013-10-02 00:00:00","6268"
"2013-10-03 00:00:00","6818"
"2013-10-04 00:00:00","6359"
"2013-10-05 00:00:00","3454"
"2013-10-06 00:00:00","3476"
"2013-10-07 00:00:00","6505"
"2013-10-08 00:00:00","7111"
"2013-10-09 00:00:00","7252"
"2013-10-10 00:00:00","7032"
"2013-10-11 00:00:00","6252"
"2013-10-12 00:00:00","3443"
"2013-10-13 00:00:00","3471"
"2013-10-14 00:00:00","5968"
"2013-10-15 00:00:00","6613"
"2013-10-16 00:00:00","6899"
"2013-10-17 00:00:00","7023"
"2013-10-18 00:00:00","6379"
"2013-10-19 00:00:00","3513"
"2013-10-20 00:00:00","3613"
"2013-10-21 00:00:00","6850"
"2013-10-22 00:00:00","7186"
"2013-10-23 00:00:00","7220"
"2013-10-24 00:00:00","7441"
"2013-10-25 00:00:00","6579"
"2013-10-26 00:00:00","3539"
"2013-10-27 00:00:00","3701"
"2013-10-28 00:00:00","6673"
"2013-10-29 00:00:00","7241"
"2013-10-30 00:00:00","7162"
"2013-10-31 00:00:00","6784"
"2013-11-01 00:00:00","5597"
"2013-11-02 00:00:00","3301"
"2013-11-03 00:00:00","3517"
"2013-11-04 00:00:00","6158"
"2013-11-05 00:00:00","6536"
"2013-11-06 00:00:00","7138"
"2013-11-07 00:00:00","7324"
"2013-11-08 00:00:00","6520"
"2013-11-09 00:00:00","3669"
"2013-11-10 00:00:00","3749"
"2013-11-11 00:00:00","6532"
"2013-11-12 00:00:00","7286"
"2013-11-13 00:00:00","7317"
"2013-11-14 00:00:00","7243"
"2013-11-15 00:00:00","6602"
"2013-11-16 00:00:00","3826"
"2013-11-17 00:00:00","3807"
"2013-11-18 00:00:00","6823"
"2013-11-19 00:00:00","7278"
"2013-11-20 00:00:00","7562"
"2013-11-21 00:00:00","7409"
"2013-11-22 00:00:00","6792"
"2013-11-23 00:00:00","3866"
"2013-11-24 00:00:00","3844"
"2013-11-25 00:00:00","6764"
"2013-11-26 00:00:00","7338"
"2013-11-27 00:00:00","7164"
"2013-11-28 00:00:00","6315"
"2013-11-29 00:00:00","5452"
"2013-11-30 00:00:00","3663"
"2013-12-01 00:00:00","3602"
"2013-12-02 00:00:00","6570"
"2013-12-03 00:00:00","7213"
"2013-12-04 00:00:00","7448"
"2013-12-05 00:00:00","7343"
"2013-12-06 00:00:00","6627"
"2013-12-07 00:00:00","3768"
"2013-12-08 00:00:00","3846"
"2013-12-09 00:00:00","6742"
"2013-12-10 00:00:00","7259"
"2013-12-11 00:00:00","7362"
"2013-12-12 00:00:00","7252"
"2013-12-13 00:00:00","6273"
"2013-12-14 00:00:00","3460"
"2013-12-15 00:00:00","3606"
"2013-12-16 00:00:00","6500"
"2013-12-17 00:00:00","7041"
"2013-12-18 00:00:00","7067"
"2013-12-19 00:00:00","6819"
"2013-12-20 00:00:00","5733"
"2013-12-21 00:00:00","3162"
"2013-12-22 00:00:00","3176"
"2013-12-23 00:00:00","5211"
"2013-12-24 00:00:00","4227"
"2013-12-25 00:00:00","2870"
"2013-12-26 00:00:00","4537"
"2013-12-27 00:00:00","4861"
"2013-12-28 00:00:00","3243"
"2013-12-29 00:00:00","3257"
"2013-12-30 00:00:00","5287"
"2013-12-31 00:00:00","4150"
"2014-01-01 00:00:00","2931"
"2014-01-02 00:00:00","5723"
"2014-01-03 00:00:00","6084"
"2014-01-04 00:00:00","3986"
"2014-01-05 00:00:00","3698"
"2014-01-06 00:00:00","6301"
"2014-01-07 00:00:00","6868"
"2014-01-08 00:00:00","7502"
"2014-01-09 00:00:00","7304"
"2014-01-10 00:00:00","6858"
"2014-01-11 00:00:00","3824"
"2014-01-12 00:00:00","3744"
"2014-01-13 00:00:00","6702"
"2014-01-14 00:00:00","6905"
"2014-01-15 00:00:00","7356"
"2014-01-16 00:00:00","7472"
"2014-01-17 00:00:00","6858"
"2014-01-18 00:00:00","3977"
"2014-01-19 00:00:00","3850"
"2014-01-20 00:00:00","6754"
"2014-01-21 00:00:00","7427"
"2014-01-22 00:00:00","7728"
"2014-01-23 00:00:00","7679"
"2014-01-24 00:00:00","6819"
"2014-01-25 00:00:00","4001"
"2014-01-26 00:00:00","4018"
"2014-01-27 00:00:00","7100"
"2014-01-28 00:00:00","7649"
"2014-01-29 00:00:00","7865"
"2014-01-30 00:00:00","7492"
"2014-01-31 00:00:00","6736"
"2014-02-01 00:00:00","3934"
"2014-02-02 00:00:00","3879"
"2014-02-03 00:00:00","6822"
"2014-02-04 00:00:00","7620"
"2014-02-05 00:00:00","7718"
"2014-02-06 00:00:00","7811"
"2014-02-07 00:00:00","7102"
"2014-02-08 00:00:00","4102"
"2014-02-09 00:00:00","4211"
"2014-02-10 00:00:00","7375"
"2014-02-11 00:00:00","7904"
"2014-02-12 00:00:00","8061"
"2014-02-13 00:00:00","7744"
"2014-02-14 00:00:00","7005"
"2014-02-15 00:00:00","4147"
"2014-02-16 00:00:00","4119"
"2014-02-17 00:00:00","7158"
"2014-02-18 00:00:00","8062"
"2014-02-19 00:00:00","8396"
"2014-02-20 00:00:00","8282"
"2014-02-21 00:00:00","7594"
"2014-02-22 00:00:00","4444"
"2014-02-23 00:00:00","4387"
"2014-02-24 00:00:00","7813"
"2014-02-25 00:00:00","8198"
"2014-02-26 00:00:00","8346"
"2014-02-27 00:00:00","8378"
"2014-02-28 00:00:00","7570"
"2014-03-01 00:00:00","4296"
"2014-03-02 00:00:00","4190"
"2014-03-03 00:00:00","7398"
"2014-03-04 00:00:00","7973"
"2014-03-05 00:00:00","8372"
"2014-03-06 00:00:00","8289"
"2014-03-07 00:00:00","7467"
"2014-03-08 00:00:00","4281"
"2014-03-09 00:00:00","4211"
"2014-03-10 00:00:00","7575"
"2014-03-11 00:00:00","7980"
"2014-03-12 00:00:00","8507"
"2014-03-13 00:00:00","8538"
"2014-03-14 00:00:00","7458"
"2014-03-15 00:00:00","4194"
"2014-03-16 00:00:00","4279"
"2014-03-17 00:00:00","7278"
"2014-03-18 00:00:00","8116"
"2014-03-19 00:00:00","8431"
"2014-03-20 00:00:00","8328"
"2014-03-21 00:00:00","7426"
"2014-03-22 00:00:00","4324"
"2014-03-23 00:00:00","4298"
"2014-03-24 00:00:00","7477"
"2014-03-25 00:00:00","8071"
"2014-03-26 00:00:00","8306"
"2014-03-27 00:00:00","8117"
"2014-03-28 00:00:00","7202"
"2014-03-29 00:00:00","4171"
"2014-03-30 00:00:00","4173"
"2014-03-31 00:00:00","7181"
"2014-04-01 00:00:00","7724"
"2014-04-02 00:00:00","8221"
"2014-04-03 00:00:00","8051"
"2014-04-04 00:00:00","7296"
"2014-04-05 00:00:00","4184"
"2014-04-06 00:00:00","4216"
"2014-04-07 00:00:00","7486"
"2014-04-08 00:00:00","7987"
"2014-04-09 00:00:00","7949"
"2014-04-10 00:00:00","7819"
"2014-04-11 00:00:00","7091"
"2014-04-12 00:00:00","4094"
"2014-04-13 00:00:00","3932"
"2014-04-14 00:00:00","6978"
"2014-04-15 00:00:00","7578"
"2014-04-16 00:00:00","7750"
"2014-04-17 00:00:00","7147"
"2014-04-18 00:00:00","5830"
"2014-04-19 00:00:00","3992"
"2014-04-20 00:00:00","3565"
"2014-04-21 00:00:00","6062"
"2014-04-22 00:00:00","7659"
"2014-04-23 00:00:00","7712"
"2014-04-24 00:00:00","7567"
"2014-04-25 00:00:00","7259"
"2014-04-26 00:00:00","3965"
"2014-04-27 00:00:00","3992"
"2014-04-28 00:00:00","7091"
"2014-04-29 00:00:00","7376"
"2014-04-30 00:00:00","6882"
"2014-05-01 00:00:00","5824"
"2014-05-02 00:00:00","6088"
"2014-05-03 00:00:00","3782"
"2014-05-04 00:00:00","3712"
"2014-05-05 00:00:00","6417"
"2014-05-06 00:00:00","6923"
"2014-05-07 00:00:00","7287"
"2014-05-08 00:00:00","7509"
"2014-05-09 00:00:00","6440"
"2014-05-10 00:00:00","3637"
"2014-05-11 00:00:00","3610"
"2014-05-12 00:00:00","6672"
"2014-05-13 00:00:00","7067"
"2014-05-14 00:00:00","7298"
"2014-05-15 00:00:00","7280"
"2014-05-16 00:00:00","4538"
"2014-05-17 00:00:00","3383"
"2014-05-18 00:00:00","3273"
"2014-05-19 00:00:00","6482"
"2014-05-20 00:00:00","7090"
"2014-05-21 00:00:00","7409"
"2014-05-22 00:00:00","7170"
"2014-05-23 00:00:00","6401"
"2014-05-24 00:00:00","3247"
"2014-05-25 00:00:00","3240"
"2014-05-26 00:00:00","5532"
"2014-05-27 00:00:00","6625"
"2014-05-28 00:00:00","7000"
"2014-05-29 00:00:00","6557"
"2014-05-30 00:00:00","6108"
"2014-05-31 00:00:00","2817"
"2014-06-01 00:00:00","3163"
"2014-06-02 00:00:00","5945"
"2014-06-03 00:00:00","6691"
"2014-06-04 00:00:00","7047"
"2014-06-05 00:00:00","6945"
"2014-06-06 00:00:00","6141"
"2014-06-07 00:00:00","2883"
"2014-06-08 00:00:00","3283"
"2014-06-09 00:00:00","5841"
"2014-06-10 00:00:00","6762"
"2014-06-11 00:00:00","6679"
"2014-06-12 00:00:00","6467"
"2014-06-13 00:00:00","5914"
"2014-06-14 00:00:00","3103"
"2014-06-15 00:00:00","3076"
"2014-06-16 00:00:00","5853"
"2014-06-17 00:00:00","6674"
"2014-06-18 00:00:00","6768"
"2014-06-19 00:00:00","6697"
"2014-06-20 00:00:00","5934"
"2014-06-21 00:00:00","3046"
"2014-06-22 00:00:00","3153"
"2014-06-23 00:00:00","6064"
"2014-06-24 00:00:00","6707"
"2014-06-25 00:00:00","6912"
"2014-06-26 00:00:00","6748"
"2014-06-27 00:00:00","6248"
"2014-06-28 00:00:00","2989"
"2014-06-29 00:00:00","2916"
"2014-06-30 00:00:00","6075"
"2014-07-01 00:00:00","6357"
"2014-07-02 00:00:00","6873"
"2014-07-03 00:00:00","6854"
"2014-07-04 00:00:00","5147"
"2014-07-05 00:00:00","2984"
"2014-07-06 00:00:00","3084"
"2014-07-07 00:00:00","6448"
"2014-07-08 00:00:00","6744"
"2014-07-09 00:00:00","6901"
"2014-07-10 00:00:00","6739"
"2014-07-11 00:00:00","6198"
"2014-07-12 00:00:00","3069"
"2014-07-13 00:00:00","3004"
"2014-07-14 00:00:00","6331"
"2014-07-15 00:00:00","6839"
"2014-07-16 00:00:00","7193"
"2014-07-17 00:00:00","7052"
"2014-07-18 00:00:00","6221"
"2014-07-19 00:00:00","3269"
"2014-07-20 00:00:00","3110"
"2014-07-21 00:00:00","6650"
"2014-07-22 00:00:00","7215"
"2014-07-23 00:00:00","7246"
"2014-07-24 00:00:00","7088"
"2014-07-25 00:00:00","6181"
"2014-07-26 00:00:00","3238"
"2014-07-27 00:00:00","3271"
"2014-07-28 00:00:00","6110"
"2014-07-29 00:00:00","6510"
"2014-07-30 00:00:00","6819"
"2014-07-31 00:00:00","6795"
"2014-08-01 00:00:00","5952"
"2014-08-02 00:00:00","3107"
"2014-08-03 00:00:00","3036"
"2014-08-04 00:00:00","5976"
"2014-08-05 00:00:00","6548"
"2014-08-06 00:00:00","6910"
"2014-08-07 00:00:00","6870"
"2014-08-08 00:00:00","6156"
"2014-08-09 00:00:00","3210"
"2014-08-10 00:00:00","3145"
"2014-08-11 00:00:00","6228"
"2014-08-12 00:00:00","6891"
"2014-08-13 00:00:00","6869"
"2014-08-14 00:00:00","6718"
"2014-08-15 00:00:00","5070"
"2014-08-16 00:00:00","2940"
"2014-08-17 00:00:00","3043"
"2014-08-18 00:00:00","5946"
"2014-08-19 00:00:00","6601"
"2014-08-20 00:00:00","6673"
"2014-08-21 00:00:00","6634"
"2014-08-22 00:00:00","6021"
"2014-08-23 00:00:00","3151"
"2014-08-24 00:00:00","3187"
"2014-08-25 00:00:00","5767"
"2014-08-26 00:00:00","6547"
"2014-08-27 00:00:00","6728"
"2014-08-28 00:00:00","6528"
"2014-08-29 00:00:00","5415"
"2014-08-30 00:00:00","3006"
"2014-08-31 00:00:00","2924"
"2014-09-01 00:00:00","5261"
"2014-09-02 00:00:00","6230"
"2014-09-03 00:00:00","6610"
"2014-09-04 00:00:00","6608"
"2014-09-05 00:00:00","5804"
"2014-09-06 00:00:00","3185"
"2014-09-07 00:00:00","3081"
"2014-09-08 00:00:00","5911"
"2014-09-09 00:00:00","6356"
"2014-09-10 00:00:00","6810"
"2014-09-11 00:00:00","6805"
"2014-09-12 00:00:00","6022"
"2014-09-13 00:00:00","3226"
"2014-09-14 00:00:00","3262"
"2014-09-15 00:00:00","6169"
"2014-09-16 00:00:00","6654"
"2014-09-17 00:00:00","6812"
"2014-09-18 00:00:00","6933"
"2014-09-19 00:00:00","6004"
"2014-09-20 00:00:00","3252"
"2014-09-21 00:00:00","3337"
"2014-09-22 00:00:00","6221"
"2014-09-23 00:00:00","6744"
"2014-09-24 00:00:00","6820"
"2014-09-25 00:00:00","6707"
"2014-09-26 00:00:00","6235"
"2014-09-27 00:00:00","3155"
"2014-09-28 00:00:00","3241"
"2014-09-29 00:00:00","6224"
"2014-09-30 00:00:00","6642"
"2014-10-01 00:00:00","6426"
"2014-10-02 00:00:00","5978"
"2014-10-03 00:00:00","5206"
"2014-10-04 00:00:00","3098"
"2014-10-05 00:00:00","3276"
"2014-10-06 00:00:00","5710"
"2014-10-07 00:00:00","6299"
"2014-10-08 00:00:00","6600"
"2014-10-09 00:00:00","6757"
"2014-10-10 00:00:00","6143"
"2014-10-11 00:00:00","3391"
"2014-10-12 00:00:00","3438"
"2014-10-13 00:00:00","6232"
"2014-10-14 00:00:00","6753"
"2014-10-15 00:00:00","6846"
"2014-10-16 00:00:00","6896"
"2014-10-17 00:00:00","5869"
"2014-10-18 00:00:00","3325"
"2014-10-19 00:00:00","3378"
"2014-10-20 00:00:00","6364"
"2014-10-21 00:00:00","6720"
"2014-10-22 00:00:00","6573"
"2014-10-23 00:00:00","6381"
"2014-10-24 00:00:00","5794"
"2014-10-25 00:00:00","3328"
"2014-10-26 00:00:00","3479"
"2014-10-27 00:00:00","6151"
"2014-10-28 00:00:00","6750"
"2014-10-29 00:00:00","6976"
"2014-10-30 00:00:00","7094"
"2014-10-31 00:00:00","6119"
"2014-11-01 00:00:00","2901"
"2014-11-02 00:00:00","3592"
"2014-11-03 00:00:00","6177"
"2014-11-04 00:00:00","6971"
"2014-11-05 00:00:00","6914"
"2014-11-06 00:00:00","6964"
"2014-11-07 00:00:00","6393"
"2014-11-08 00:00:00","3503"
"2014-11-09 00:00:00","3592"
"2014-11-10 00:00:00","6375"
"2014-11-11 00:00:00","6780"
"2014-11-12 00:00:00","6998"
"2014-11-13 00:00:00","6752"
"2014-11-14 00:00:00","6169"
"2014-11-15 00:00:00","3568"
"2014-11-16 00:00:00","3564"
"2014-11-17 00:00:00","6541"
"2014-11-18 00:00:00","7123"
"2014-11-19 00:00:00","7048"
"2014-11-20 00:00:00","7113"
"2014-11-21 00:00:00","6314"
"2014-11-22 00:00:00","3543"
"2014-11-23 00:00:00","3772"
